Text,Index
"['這是給', '歐洲', '小孩', '看']",2
['高射炮'],2
['團長'],0
"['我願', '稱', '日式', '高爾夫', '王', '球', '打', '上', '宇宙', '少年']",12
"['小時候', '最愛', '高爾夫球', '漫畫']",0
"['小編', '文案', '讚']",2
"['放在', '第一個']",5
"['展榮', '展瑞']",2
"['真的', '會演']",12
"['沒有', '一樓']",8
['好看'],18
['好看'],4
['好好看'],1
"['辣個', '男人']",0
"['咧', '咧']",2
"['可愛', '洗腦']",6
"['最愛', '片段', '舞練', '剩下', '男主角', '出現']",6
"['超愛', '這部']",1
"['最愛', '電影']",0
"['先回去', '哥哥', '借個', '錘子']",2
"['還我', '原本', '獵魔', '士']",8
"['太', '失望', '還我', '亨利']",8
"['好像', '熱血沸騰']",0
"['最近', '追', '不是', '英雄', '奇怪', '不是', '號嗎']",2
"['好看', '不是', '英雄', '好看']",1
"['漫畫', '看到', '毛', '推推', '漫畫']",0
"['敲碗', '導演', '剪輯版']",5
"['這段', '真的', '笑', '死']",5
"['樓', '真的', '瘋']",3
"['號有夠', '瘋']",2
"['正在', '看']",0
"['想', '看', '號去', '單身', '地獄']",2
"['不是', '徐明浩', '秀']",5
"['小', '編好', '煩']",5
"['聞', '志豪', '遭']",2
"['身材', '想', '看']",2
"['相機', '往下', '拍', '一點']",0
"['賢賢', '好帥']",0
"['這部', '好看', '推推']",18
"['阿北', '享盡', '福利']",3
['瘋掉'],0
"['希望', '真人版', '動漫', '一樣', '智障', '吃', '一堆', '奇奇怪怪', '東西']",2
"['感恩', '導演']",4
['平安'],1
"['謝謝', '導演']",4
"['期待', '真', '男人', '槍戰']",0
"['有神', '快', '拜']",4
"['可惡', '上', '勾']",0
"['全片', '精華']",6
"['以前', '大叔', '看到', '小賢', '露出', '驚訝', '表情']",2
"['哎哟', '文案', '不错']",17
"['哈哈哈', '子', '沒錯']",2
"['哈哈哈', '少', '騙人', '接電話', '怕', '接', '討厭', '電話']",2
['看人接'],2
"['哭', '終於']",0
"['鹿角', '男孩', '遇到', '馴鹿', '寶貝']",14
"['等', '好久']",0
['妳愛'],0
"['小女孩', '長大']",17
"['不是', '英雄', '好看', '值得', '追']",0
"['第一張', '騙子', '瘋子', '完美', '詮釋']",0
"['這段', '真的', '好笑', '狂罵', '耶井浦', '新超', '會演']",2
"['這段', '真的', '好笑', '狂罵', '耶井浦', '新超', '會演']",5
['好帥'],0
['歸路'],1
"['拍', '新生', '這部', '片', '長相', '認不出來']",2
"['井柏然', '未来', '亦可', '期']",1
['井柏然'],18
['井柏然'],6
"['許效', '舜', '一張', '衛生紙', '對折', '折', '發現', '一個', '直角', '直角', '撕掉', '接著', '衛生紙', '打開', '發現', '一個', '可愛', '小洞', '手指', '放進去', '接著', '摳', '乾淨', '包', '起來', '記得', '拿', '剛剛', '撕掉', '直角', '手指', '擦乾淨']",2
"['一次', '張', '擦', '次', '共', '張', '我媽', '說', '浪費']",2
"['還好', '辦公室', '陽台', '種樹']",2
"['笑', '死', '早', '安圖']",2
"['請問', '這套', '劇叫', '什麼', '名字']",0
"['看來', '要來', '重刷']",0
"['想', '重刷', '嘉許', '哥']",0
"['這部', '很腦', '甜', '配樂', '好聽', '殺', '時間']",11
"['陳', '哲遠']",1
"['嘉許', '哥', '溫柔', '漩渦', '看過']",0
"['瀏海', '動真', '羨慕']",2
"['過於', '刺激', '心臟', '不好']",0
['發瘋'],0
['愛'],0
"['嘉许', '哥']",0
"['嘉許', '哥', '真的', '超公']",0
['最愛'],1
"['不行', '實在', '太甜']",2
"['不行', '實在', '太甜']",0
"['桑稚', '啊啊啊']",0
"['喜歡', '小', '太陽']",1
"['嘉許', '哥']",1
"['嘉許', '哥']",0
"['剛過', '小編', '你還', '想要']",14
"['一部', '真的', '甜到', '心臟', '受不了']",1
"['嘉許', '哥']",0
"['硬要', '標']",1
"['深圳', '社原', '一级', '调研员', '黄德', '免职', '帮', '贪官', '背锅', '当白', '手套', '打', '旅游', '民宿', '旗号', '勾结', '黑白两道', '地方', '宗族势力', '改变', '基本农田', '性质', '卖', '建设', '用地', '指标', '骗', '当地', '老百姓', '征地', '骗', '补贴', '洗钱', '老婆', '海外', '资产', '过', '亿', '海外', '红', '二代', '家族', '邓家贵', '李小琳', '巴拿马', '避税', '天堂', '制定', '政策', '保驾护航', '先', '亏本', '洗钱', '套', '扶贫', '资金', '倒闭', '老头', '法人', '负责', '贱卖', '国有', '集体', '资产', '转', '个人']",2
"['偶劇', '天花板', '重刷', '八百', '回']",0
"['嘉許', '哥']",0
"['這部', '重刷', '最少', '次', '類型', '太愛了']",1
['嘉許'],1
"['齣', '真的', '好看']",0
"['嘉許', '哥']",0
"['靠', '看爆']",1
['秀智'],1
['秀智'],0
"['太', '讚', '宇彬', '宇彬', '宇彬']",0
['終於'],1
['終於'],0
"['金宇彬', '很帥']",3
"['神燈', '精', '靈長', '帥']",2
"['哇哇', '哇哇', '有秀智', '先卡']",0
"['我們', '魚餅']",16
"['有秀智', '直接', '追爆']",1
"['多', '韓劇', '學學']",2
"['他倆', '甚麼', '一起', '等', '很久餒']",5
"['台劇', '真的', '不要', '給我', '拍', '近']",3
"['子', '閎', '帥']",9
"['弄', '丸子', '頭', '不', '可愛']",2
"['子', '閎', '很帥']",0
"['瑤瑤', '這段', '可愛']",0
"['全圓佑', '技能']",1
"['叫', '鼻來']",0
['紙'],2
"['馬上', '想到']",2
['演'],2
"['怎麼辦', '直接', '想到', '漂亮', '水兒']",5
['大笑'],2
"['不用', '換氣', '歐']",2
"['不用', '換氣', '歐']",5
['嗝'],2
"['沒有', '換氣', '一氣呵成', '厲害']",18
"['猶點', '厲害']",17
"['直笛隊', '比賽', '進來', '幫', '我們', '剛好', '我們', '中音', '笛', '吹', '小聲', '剛剛']",4
"['全圓佑去', '學']",0
"['知道', '留言', '會有', '全窩', '努', '哈哈哈']",6
"['全圓佑還', '需要', '進步']",5
"['仔細', '想想', '高音', '直笛用', '鼻孔', '吹', '說不定', '真的', '不錯', '鼻息', '比', '吐氣', '輕', '比較', '不', '容易', '破音']",2
"['看到', '想到', '水兒']",0
"['靠北', '第一', '念頭', '徐明浩', '呼叫', '全圓佑', '這你', '朋友', '蛤']",0
"['鼻子', '吹', '笛子', '只服']",0
"['知道', '什麼', '出現', '哈哈哈哈', '哈哈哈', '超煩', '哈哈哈哈', '哈哈哈哈']",5
"['大黃蜂', '吹', '邁可森', '拜', '為師']",2
"['只能', '說', '配音', '指法', '完全', '錯']",2
"['召喚', '東西']",2
"['想到', '窩怒']",5
"['想', '看', '吹']",2
['鼻'],5
"['不是', '孤單']",5
"['蘇', '洋洋', '來看', '看']",2
"['吹', '玩鼻交']",2
"['抱歉', '水兒', '想到']",2
"['宣佈', '直接', '奪得', '下', '一屆', '金', '獎', '最佳', '才藝', '獎']",3
['好好笑'],2
"['這幕', '真的', '愛死']",0
"['看', '完', '讚']",3
"['想', '看', '水兒', '表演']",0
['鼻'],5
"['追', '完', '好看']",3
['期待'],1
['期待'],0
['楽'],1
"['期待', '終於', '要出', '第二季']",9
['方毅'],1
"['終於', '等到']",12
['期待'],3
['期待'],0
"['給我', '追', '起來']",0
"['兇手', '蘇慧倫']",17
"['信一', '没有', '让', '喘息', '意思']",0
"['第一季', '環環相扣', '劇情', '期待', '第二季']",12
"['太', '期待']",0
['期待'],1
['期待'],3
['蘇慧倫'],0
"['終于', '等到']",3
"['終于', '等到']",6
"['忘記', '劇情']",2
"['睽違', '年']",0
['劉俊謙'],0
['蘇慧倫'],1
['追'],0
"['买', '噶', '终于']",6
['終於'],3
['等到'],9
"['終於', '等到']",8
"['終於', '等到']",6
['終於'],9
['買尬'],0
"['王識賢', '實力', '演技']",12
['來'],0
"['終於', '剛好', '昨天晚上', '開始', '重溫', '第一季']",0
['期待'],6
"['生日', '日期', '期待']",1
"['生日', '日期', '期待']",2
"['居然', '第二季', '期待']",0
['天'],6
"['興奮', '啊啊啊', '啊啊啊']",3
"['不可', '愣']",9
"['久', '忘記', '第一季', '演', '什麼', '先來', '複習', '第一季']",2
['居然'],1
['瘋'],0
"['終於', '等到', '還好', '放棄']",3
"['終於', '等到', '還好', '放棄']",0
['终于'],0
['终于'],6
"['許瑋', '甯', '女神']",0
['終於'],0
"['小編', '全球', '播出', '馬來西亞', '看']",9
"['期待', '等', '太久']",0
['楽'],1
['期待'],11
['終於'],12
['期待'],1
"['之前', '群人', '影片', '片段', '講到', '真的']",2
"['之前', '群人', '影片', '片段', '講到', '真的']",5
"['第二季', '終於', '來']",6
"['終於', '等到']",3
"['孝全', '頭不']",2
"['救命', '终于', '等到', '想', '剪', '男女', '主', '视频', '鸽到', '现在', '第二季']",9
"['花錢', '看', '樓', '才藝']",0
"['好看', '希望', '紅', '起來']",3
"['跪求', '樓去', '樓', '房間', '第一', '視角']",2
"['跪求', '樓去', '樓', '房間', '第一', '視角']",4
"['一支', '笛子']",2
"['昨天', '看', '完', '只能', '說', '五樓', '剪']",3
"['樓', '放出', '黎', '檢舉']",2
"['看', '完']",1
"['看', '完']",6
"['劈', '腿', '男', '個人', '不看']",8
"['費可', '非你不可']",1
"['費可', '非你不可']",3
"['妳有', '種', '特別', '美']",0
"['請問', '求', '單一', '清晰版', '頭貼']",9
"['表情', '真的', '可愛']",0
"['新加坡', '前', '富足']",4
"['點鈔機', '方便', '不']",18
"['點鈔機', '方便', '不']",2
"['據說', '大衛', '不是', '外國', '名牌大學', '畢業', '律師', '確定', '不是', '洗', '學歷', '這我', '不', '清楚', '英文']",2
"['打開', '手機', '不']",5
"['不', '理解', '中东', '有钱', '多', '谁', '会', '买个', '点钞机', '这么', '脑残']",2
"['楊', '大偉', '長', '年輕', '版', '李壽根']",2
"['動物', '星球', '頻道', '聯名']",2
"['仔細', '一聽', '鬼舞', '辻無慘', '聲音']",2
['來學'],5
"['什麼', '卡皮', '巴拉', '歸類', '拉丁美洲', '大', '危險', '動物']",5
"['小編', '什麼', '片', '看']",5
"['懷疑', '小', '編私', '心想', '放金秀賢', '沒有', '證據']",2
"['必须', '金秀贤', '元', '流焕', '伟大', '隐藏', '者', '经典', '中', '经典']",3
"['愛的', '迫降']",0
"['太陽', '後裔']",9
"['玄彬歐', '巴利', '正赫']",1
['金秀賢'],0
"['必須', '愛的', '迫降', '利正赫']",0
"['愛的', '迫降', '一票']",6
"['宋仲基', '宋仲基', '宋仲基', '宋仲基']",0
"['丁海寅', '好看']",0
"['宋仲基', '柳', '大尉']",1
['金秀贤'],0
['朴敘俊'],1
"['只能', '金秀賢']",1
"['絕對', '利正赫']",1
"['愛的', '迫降']",1
"['愛的', '迫降']",0
"['利正赫', '玄彬', '極品', '無誤']",1
['金秀賢'],0
"['愛的', '迫降']",0
"['給我', '玄彬']",0
['朴敘俊'],0
['金秀賢'],1
['海寅'],1
"['外觀', '係']",2
['朴敘俊'],0
"['安', '普賢']",0
"['小朋友', '做', '選擇']",0
"['太陽', '後裔', '劉時鎮', '團結']",0
"['小朋友', '做', '選擇', '看', '完', '全部']",0
"['元流', '渙']",1
"['元流', '渙']",0
['無誤'],1
"['小彬彬', '第一']",2
"['宋仲基', '永遠', '愛']",1
"['安', '普賢']",0
['這選'],0
['朴敘俊'],1
"['保證', '丁丁']",0
"['金秀贤', '没放']",2
"['宋仲基', '無誤', '團結']",3
['丁'],1
['丁'],3
['朴敘俊'],0
"['嘅', '李', '敏', '鎬', '海軍', '照', '沒有', '上榜']",9
"['愛的', '迫降']",0
"['元流煥', '間諜', '金秀賢', '特級', '戰士']",3
['杜柏曼'],0
['德國'],3
['德國'],0
"['德國', '找', '洪海仁']",0
['德國'],1
"['三次', '臺灣']",8
"['眼睛', '好痛']",2
"['三次', '日本', '現在', '日本', '玩', '耶']",2
"['三次', '日本', '現在', '日本', '玩', '耶']",17
"['龍頭', '里']",6
"['台灣', '真的', '想', '回去']",2
"['旅平險', '哈哈哈']",2
['德國'],0
['德國'],1
['德國'],6
"['新', '心靈', '社']",0
['德國'],0
"['樓頭', '里', '找', '小兒子', '惹']",0
['台灣'],14
['韓國'],1
"['截圖', '還用點', '叫', '韓國', '龍頭', '里']",5
"['一點', '德國', '手臂', '好看', '有婦之夫', '不在']",9
['德國'],2
"['連續', '次', '德國']",2
"['想要', '看', '爽歪歪', '舞']",2
['德國'],2
"['什麼', '停不下來']",8
"['我們', '決定', '國家']",0
"['白賢', '祐', '來']",1
"['白賢', '祐', '來']",0
"['必須', '德國']",3
"['印度', '噗']",8
['印度'],2
"['按', '兩次', '新', '心靈', '社']",2
"['耶', '龍頭', '里']",0
['結繭'],0
"['不想', '印度']",2
"['果然', '床才', '最好']",2
"['白賢', '祐', '老家']",2
"['小編', '真的', '很會']",9
"['一點', '台灣']",5
['秀彬家'],0
['台灣'],2
['德國'],0
"['王子', '旁邊', '小', '魔', '研究', '魔法', '具象化']",5
"['千千', '超正', '人設', '超瘋']",1
"['千千', '超正', '人設', '超瘋']",2
"['超瘋', '愛死']",0
"['意外', '好看']",12
"['之前', '看過', '漫畫', '這部', '追超', '瘋']",0
"['什麼', '都還沒', '開始', '拍回', '歸', '什麼']",3
['期待'],0
"['正在', '看', '小說', '出', '第二季']",0
"['全新', '集數', '什麼', '回歸']",0
['期待'],0
['等不及'],0
"['敲碗', '真', '快']",6
"['殺蟲劑', '準備']",3
"['我還', '看過', '隱形', '切片', '人切', '兩半', '那部', '看到', '小', '影片']",2
"['好幾隻', '幾百萬', '手錶', '哈哈哈']",0
"['好幾隻', '幾百萬', '手錶', '哈哈哈']",16
"['斑', '現在', '有錢人']",0
"['餘額', '不足']",5
"['重看', '一次', '眼睛', '起霧']",14
"['小編', '跟秀', '一樣', '還在', '德國']",2
"['真的', '愛', '看到', '眼眶', '泛紅']",9
"['真的', '這段', '看', '幾次', '心都會', '揪', '一下', '佩服', '賢', '祐', '哭', '喘息', '說', '死', '畫面', '帶到', '海仁', '眼神', '變化', '真的', '厲害']",1
"['光看', '橋段', '哭']",14
"['眼淚', '關閉', '鍵', '到底']",14
"['看', '完', '之後', '看', '韓劇', '空虛', '心還', '淚', '女王']",14
"['演技', '真的', '太好了', '看', '一次', '一樣', '哭慘']",14
"['眼睛', '尿', '尿']",14
"['這段', '真的', '猛', '演技', '封頂']",8
"['眼睛', '起霧']",9
"['小編', '看', '幾次']",2
"['這段', '每看', '一次', '哭', '一次']",14
"['小編', '金秀彬']",0
"['小編', '中毒', '好深']",12
"['看', '一次', '眼眶', '紅了']",8
"['還在', '坑裡']",9
"['這段', '真的', '會起', '雞皮疙瘩']",9
"['大', '金', '小金', '缺', '不可', '智媛秀賢', '火花', '煙火', '沒人', '取代', '韓國', '帶', '回來', '消息']",1
"['看', '一次', '眼睛', '會尿尿']",9
"['煩餒', '不要', '午餐', '吃', '一半', '看著', '手機', '泛淚', '真的', '揪心']",9
"['瞬間', '所有', '情緒', '湧上']",1
['哭'],14
"['每看', '一次', '智媛秀賢', '逼', '哭']",1
"['看', '幾次', '廣告', '滑走']",5
"['看', '幾次', '廣告', '滑走']",0
"['這段', '哭']",14
"['看到', '這段', '直接', '淚崩']",14
"['八點檔', '看到', '一幕']",5
"['一下', '哭', '咪咪', '冒冒']",14
"['看過', '幾次', '掉淚']",8
"['還好', '隻', '手', '傷痕']",8
"['太霧', '歐某']",9
"['最好', '哭']",14
"['眼睛', '尿', '尿']",14
"['小', '編還', '走']",17
"['煩', '噴淚']",14
['哭'],8
"['誰', '眼睛', '水龍頭', '關', '起來']",8
"['真的', '經典', '場面']",14
"['整個', '哭']",14
"['真的', '最愛', '這段']",1
"['真的', '最愛', '這段']",14
"['真的', '最愛', '這段']",9
"['還在', '淚女', '回放', '中']",8
"['真的', '演太', '厲害']",8
"['一样', '没', '走', '出来']",14
"['這幕', '看', '遍', '好好看', '揪心', '揪心', '演技', '絕了']",12
['哭慘'],14
"['好看', '死']",0
"['想', '手', '到底', '不能', '打破', '玻璃']",2
"['看', '一次', '發現', '賢哥', '手血乾', '掉']",2
"['瀕臨', '崩潰', '演', '太好了']",9
"['小', '編來', '報到']",3
"['每天', '等']",5
"['揪心', '眼淚']",14
['忍不住'],14
"['小編', '不要', '偷', '眼淚', '完結', '好久']",9
"['看不膩', '誒', '還在', '坑裡']",8
"['什麼', '眼鏡', '會起', '霧']",5
"['怎麼辦', '坑裡', '每天', '吃', '葉黃素', '沒用', '眼睛', '累']",9
"['全', '新款', '大', '胸章', '抱', '枕', '壓克力', '立牌']",11
"['質感', '長型', '玻璃', '水杯', '造型', '抱', '枕', '入', '明信片', '組']",11
"['可愛', '企鵝', '造型', '面', '紙套', '語錄', '炫', '光大', '胸章', '組', '電競級', '滑鼠', '墊']",11
"['關於', '轉生', '變成', '史萊姆', '這檔', '事']",19
"['零食', '袋', '造型', '抱', '枕', '雷射', '大', '胸章', '組', '造型', '隨身', '滑鼠', '墊']",11
"['刀劍', '神域']",7
"['台中', '中友', '百貨', '棟', '國際', '大廳']",13
"['史萊姆', '抱', '枕', '拿', '六顆']",2
"['文化', '幣嗎']",6
"['有人', '代購']",14
"['木棉花', '大大', '讚']",18
"['買', '爆']",1
"['買', '爆']",0
"['不要', '買個', '芙', '大大的', '給我']",0
"['通通', '全台', '唯一']",3
"['吃', '暗黑', '濃湯', '之後', '上吐下瀉', '算不算', '食物中毒']",5
"['沒有', '之前', '做']",2
['台北'],8
"['厲害', '食安', '問題', '不斷', '掛上', '紫苑', '料理', '沒事']",2
"['一間', '太小', '看', '魔物國', '居民']",2
"['今天', '號我', '準時', '點到', '賣', '週邊', '的還', '沒來', '選擇', '隔壁', '坐著', '等']",2
"['今天', '號我', '準時', '點到', '賣', '週邊', '的還', '沒來', '選擇', '隔壁', '坐著', '等']",9
"['怨念', '口袋']",5
"['呆呆', '挑戰']",1
"['我們', '吃', '紫苑', '料理']",5
"['妳', '喝', '暗黑', '濃湯']",2
"['怎麼辦', '看起來', '讚', '餒']",5
"['居然', '台北']",8
"['太酷', '惹']",0
"['機會', '敲碗', '台', '中']",17
"['加碼', '加碼']",8
"['黑暗', '濃湯', '喝下去', '升天']",2
"['日本', '消息', '分享', '消息來源', '官']",11
"['下週', '父親節', '快樂', '保羅']",1
"['明天', '多', '準備', '點', '胃藥']",8
['保羅'],8
"['明年', '一月', '預定', '兩個', '想', '看', '女友', '第二季']",0
"['終於', '要來', '推', '胡桃']",0
"['日本', '消息', '分享', '消息來源', '官']",11
"['沒有', '小黑']",8
['犀利'],12
"['預料', '自己', '噴尿']",8
"['稍微', '看過', '無職', '想', '問為', '什麼', '預言', '準啊']",2
"['太宰', '真的', '極品']",0
['生日快樂'],6
"['佐賀', '偶像', '傳奇', '計畫', '人超', '瘋']",1
"['喜歡', '配', '太宰']",4
"['喜歡', '配', '太宰']",9
"['庫洛洛', '多虧', '宮野才', '真正', '精髓']",0
"['殿下', '太', '讚']",0
"['喜歡', '配須', '王環']",9
['生日快樂'],1
['生日快樂'],9
"['须', '王环']",0
"['幸', '太郎', '真', '男人', '復活', '肉櫻']",8
['太宰'],1
['太宰'],9
"['中華', '一番', '台語', '版', '精華', '搶先', '看']",3
"['起床', '看到', '賽', '巴斯', '醬', '臉', '好開心', '啊啊啊', '啊啊啊', '啊啊啊']",0
"['這集', '看到', '哭']",8
"['真的', '看到', '起', '雞皮疙瘩']",9
"['日本', '消息', '分享', '消息來源', '官']",11
"['希露法', '直接', '屌', '打鬼', '殺隊']",2
"['喜歡', '無光', '看起來', '畫面', '比較', '柔和', '比較']",0
"['所謂', '眼裡', '有光']",5
"['透透', '奇', '犽', '帥']",0
"['輝夜', '姬']",5
"['無一郎', '可愛']",4
"['購買', '造型', '轉生', '史萊姆', '絨毛', '午睡', '枕']",11
"['限定', '蒐', '藏品', '兩件', '折']",11
['好開心'],1
"['等', '好久', '快', '哭']",8
['期待'],0
"['終於', '等到']",1
"['終於', '等到']",14
"['終於', '等到']",3
['妖尾'],1
['妖尾'],16
"['中華', '一番', '台語', '版', '精華', '搶先', '看']",3
"['拜託', '木棉花', '爸爸', '上架']",9
"['這句', '多謝', '你們', '虐兵長']",14
['買'],4
"['阿爾敏', '那句', '哭', '死']",14
"['最愛', '米卡', '莎', '這句']",1
"['有亞妮', '刀片']",2
"['給你錢', '給我貨']",9
"['真的', '願意', '獻上', '錢包']",0
"['米卡', '莎']",14
"['想', '全收']",14
"['突然', '招生', '名字', '意義', '單純', '喊出來', '比較', '帥']",2
"['天魔', '一刀', '名字', '出', '第二刀', '代表', '功力', '不夠', '要輸']",2
"['日本', '消息', '分享', '消息來源', '官']",11
"['台中', '中友', '百貨', '棟', '國際', '大廳']",13
"['老婆', '醒來', '等', '四季']",8
"['孔明', '做', '雷姆', '軍師', '守護', '一生一世']",1
['教徒'],3
"['躺', '到連', '封面', '圖', '辦法', '出場']",14
"['讚', '期待']",0
['期待'],1
['期待'],14
"['等', '超久']",14
"['中華', '一番', '台語', '版', '精華', '搶先', '看']",3
"['臺語', '辦法', '進軍', '大陸', '合', '他們', '口味']",0
"['暗殺', '者', '公會', '篇', '火熱', '開打', '中']",3
"['式', '守', '同學', '哥哥', '不', '有名']",2
"['放', '奇', '犽', '沒有', '放伊耳瞇', '哥哥']",2
"['伊爾', '謎', '國民', '大哥']",4
"['桃矢', '雪', '兔']",16
"['沒有', '魔法', '科', '高中', '劣等生', '達']",9
"['沒有', '蘭斯', '雷恩']",16
['艾斯'],16
"['最好', '沒有', '炎柱', '漏掉', '大哥']",9
"['西索', '生日']",0
"['宇智波', '鼬']",1
"['宇智波', '鼬']",6
"['奇', '犽', '瘋', '掉']",1
"['奇', '犽', '瘋', '掉']",0
"['紅丸', '奇', '犽', '實彌']",1
"['紅丸', '奇', '犽', '實彌']",0
['一郎'],8
"['還以', '愛麗絲', '叫', '真', '哥哥', '畫面']",2
"['阿爾貝特', '炭治郎']",2
"['奇', '犽']",1
"['唯一', '支持', '炭炭']",1
"['小編', '沒有', '放', '哥哥']",8
"['安室', '透', '降谷', '零', '波本']",0
['炭志郎'],8
['炭志郎'],3
"['沒有', '花子', '君', '柚木', '司']",8
['桐人'],2
"['紅丸', '愛']",16
"['吉克', '救援', '佔', '兩個']",5
"['凶一郎', '六美', '生日']",2
"['當然', '奇', '犽']",1
"['沒有', '初戀', '桃矢']",1
"['第一個', '全都']",1
"['佐野', '真一郎']",14
"['沒有', '愛德華']",8
"['沒有', '脹', '相']",8
"['矮', '豆子']",2
['一郎'],16
"['居然', '没有', '弟控', '伊尔', '迷']",8
['哥哥'],0
"['當然', '奇', '犽']",0
"['必須', '奇', '犽']",7
"['必須', '奇', '犽']",19
"['每個', '好帥', '喜歡', '奇', '犽']",0
"['阿爾貝特', '賽高']",1
"['其實', '希望', '哥哥', '實彌', '真的', '哥哥']",1
"['其實', '希望', '哥哥', '實彌', '真的', '哥哥']",9
['艾斯'],9
"['五河', '士織']",0
['日'],1
['炭治郎'],1
"['蘭斯', '讚', '妹控']",9
"['沒有', '愛德華']",14
"['修', '特爾', '茲', '修', '塔爾', '克', '哥哥']",1
"['想', '看西索', '洗澡']",0
"['這戳', '笑點']",2
"['雙標', '仔', '接受', '無一郎']",0
"['妥妥', '雙標']",2
['讚'],1
"['不愧', '炭治郎']",0
"['不是', '雙標', '隊員', '廢']",2
"['生日快樂', '小可愛', '抱歉', '太晚', '講了']",0
['生日快樂'],0
"['黑白', '可怕', '第一', '眼看', '遺照', '六美', '抱歉', '生日快樂']",2
"['黑白', '可怕', '第一', '眼看', '遺照', '六美', '抱歉', '生日快樂']",0
"['超合金', '溜溜球', '還會', '觸電']",2
"['守護', '涉谷', '之夜', '主題']",3
"['日本', '消息', '分享', '消息來源', '官網']",11
"['日本', '消息', '分享', '消息來源', '官']",11
"['費錢', '錢']",8
"['魔王', '生日快樂']",1
"['西索', '生日', '大', '快樂']",1
"['西索', '生日', '大', '快樂']",0
"['西索', '生日快樂', '西索', '一生', '摯愛']",0
"['魔王', '生日快樂', '照顧', '公主', '辛苦']",2
"['六美', '生日快樂']",3
"['六美', '生日快樂', '錯過']",8
"['西索', '生日快樂']",0
"['仙水', '忍', '生日', '啊啊啊', '生日快樂']",4
"['西索', '寶寶', '生日快樂']",4
['西索'],4
"['我西索', '老大']",0
"['日本', '消息', '分享', '消息來源', '官']",11
"['日本', '消息', '分享']",11
"['台中', '中友', '百貨', '棟', '國際', '大廳']",13
"['蘇枋', '希望', '台北']",0
"['免費', '最貴', '錢', '錢', '抱歉']",2
"['這偽娘', '腿', '真的', '好看', '搞', '唧唧', '錯亂']",2
"['中華', '一番', '台語', '版', '預告', '搶先', '看']",3
"['歹食', '印']",2
['拍甲印'],2
"['其實', '支持', '她們']",14
"['不是', '推', '夢想', '太強', '不行']",2
['算金句'],2
"['這才', '他們', '年紀', '獲得', '快樂']",14
"['透透', '寶才', '歲']",14
"['同齡人', '一起', '玩']",9
"['越', '看', '現在', '日常', '片段', '想到', '他們', '命運', '越', '心酸']",14
"['他們', '也還', '孩子']",14
"['看到', '這段', '真的', '哭']",14
"['老公', '這輩子', '唯一', '快樂', '笑容']",14
"['年紀', '讀書']",2
"['想問', '一下', '芙莉蓮', '一卡通', '補貨', '朋友', '五月', '初', '想', '一起', '買', '等到', '現在', '好久', '沒有', '消息']",9
"['第二季', '真的', '讚']",14
"['蘇枋', '榆井', '超好', '嗑', '誤']",0
"['靈幻', '路人', '真的', '讚', '師徒關係']",0
"['比司', '吉', '小傑', '奇', '犽']",0
"['芭琪', '入間']",1
"['迪諾', '阿綱']",8
"['獵人', '一拳', '超人']",1
"['里', '包恩', '阿綱', '拉爾', '可樂', '尼洛', '這對', '從師', '徒當', '夫妻']",5
"['殺', '老師', '渚']",8
"['獵人', '比司', '吉', '雲古', '智喜', '小傑', '奇', '犽']",0
"['看見', '時透', '笑', '自然而然', '一起', '笑']",9
"['第四季', '真的', '好看', '趕快', '珍惜', '透透', '笑容']",16
"['透透', '最後', '一次', '炭治郎', '講話', '接下來', '透透']",8
"['莉', '可麗絲', '限定', '透卡', '活動', '開跑', '中']",11
"['日本', '消息', '分享', '消息來源', '官']",11
"['闪', '瞎', '眼睛', '甜蜜', '夫妻']",2
"['有點像', '守護者', '總管', '雅爾', '貝德', '台詞']",2
"['敗者', '早餐', '好吃', '百合', '好吃']",8
"['希望', '不要', '虐到', '爆']",8
"['傷心', '看', '不夠', '說']",2
"['苦苦', '等', '下', '一季']",14
"['其實', '衫', '下超', '可愛']",4
"['其實', '衫', '下超', '可愛']",0
"['無一郎', '表情', '屬於', '碳治郎']",2
"['甜', '虐']",14
"['看得', '整集', '暈暈']",0
"['無一郎', '寶寶', '嗚嗚', '嗚嗚', '嗚嗚']",14
['戀愛'],0
"['啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊']",1
"['啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊']",6
"['啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊']",3
"['啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊', '啊啊啊']",0
"['真的', '愛']",0
"['可愛', '死']",0
"['無一郎', '啊啊啊']",3
['無一郎'],14
['超帥'],9
['愛死'],0
['超帥'],0
"['無一郎', '可愛', '死']",0
"['他超', '可愛']",0
['可愛'],0
"['小編', '我愛你']",0
"['看到', '笑', '整個', '心情', '真的', '好帥']",0
['時透'],8
['時透'],14
['時透'],0
"['笑容', '來', '守護']",14
['帥死'],1
['無一郎'],1
"['直接', '暈']",3
"['喜歡', '無一郎']",16
"['炭治郎', '面前', '表情']",2
"['可愛', '怎麼辦', '嗚嗚', '嗚嗚', '嗚嗚']",1
['太帥'],1
['好帥'],0
"['我愛他', '啊啊啊']",14
"['官方', '暴雷']",8
"['嗚嗚', '好想哭']",8
"['木棉花', '拜託', '再給', '二次', '傷害']",8
